year,state_po,candidate,party,candidatevotes,totalvotes,portionvotes
1976,AL,"Carter, Jimmy",democrat,659170,1182850,0.5572726888447394
1976,AL,"Ford, Gerald",republican,504070,1182850,0.42614870862746757
1976,AK,"Ford, Gerald",republican,71555,123574,0.5790457539611893
1976,AK,"Carter, Jimmy",democrat,44058,123574,0.3565313091750692
1976,AZ,"Ford, Gerald",republican,418642,742719,0.5636613577948053
1976,AZ,"Carter, Jimmy",democrat,295602,742719,0.39799978188251545
1976,AR,"Carter, Jimmy",democrat,498604,767535,0.6496172812966184
1976,AR,"Ford, Gerald",republican,267903,767535,0.3490433661005687
1976,CA,"Ford, Gerald",republican,3882244,7803770,0.4974831395594693
1976,CA,"Carter, Jimmy",democrat,3742284,7803770,0.47954821836112543
1976,CO,"Ford, Gerald",republican,584278,1081440,0.5402777777777777
1976,CO,"Carter, Jimmy",democrat,460801,1081440,0.4260994599792869
1976,CT,"Ford, Gerald",republican,719261,1386355,0.5188144450735923
1976,CT,"Carter, Jimmy",democrat,647895,1386355,0.46733700964038793
1976,DE,"Carter, Jimmy",democrat,122461,235642,0.5196908870235357
1976,DE,"Ford, Gerald",republican,109780,235642,0.46587620203529084
1976,DC,"Carter, Jimmy",democrat,137818,168830,0.8163122667772316
1976,DC,"Ford, Gerald",republican,27873,168830,0.16509506604276492
1976,FL,"Carter, Jimmy",democrat,1636000,3150631,0.5192610623078361
1976,FL,"Ford, Gerald",republican,1469531,3150631,0.46642434483758966
1976,GA,"Carter, Jimmy",democrat,979409,1463152,0.6693829485931742
1976,GA,"Ford, Gerald",republican,483743,1463152,0.3306170514068258
1976,HI,"Carter, Jimmy",democrat,147375,291301,0.5059199934088795
1976,HI,"Ford, Gerald",republican,140003,291301,0.48061283689379714
1976,ID,"Ford, Gerald",republican,204151,340932,0.5988026937923104
1976,ID,"Carter, Jimmy",democrat,126549,340932,0.37118545633733413
1976,IL,"Ford, Gerald",republican,2364269,4721282,0.5007684353529401
1976,IL,"Carter, Jimmy",democrat,2271295,4721282,0.48107590268914247
1976,IN,"Ford, Gerald",republican,1183958,2220362,0.5332274647107094
1976,IN,"Carter, Jimmy",democrat,1014714,2220362,0.45700385792947273
1976,IA,"Ford, Gerald",republican,632864,1279303,0.49469437654722925
1976,IA,"Carter, Jimmy",democrat,619931,1279303,0.48458496540694423
1976,KS,"Ford, Gerald",republican,502752,957845,0.5248782423043394
1976,KS,"Carter, Jimmy",democrat,430421,957845,0.44936393675385894
1976,KY,"Carter, Jimmy",democrat,615717,1167142,0.5275424926872652
1976,KY,"Ford, Gerald",republican,531852,1167142,0.45568748275702525
1976,LA,"Carter, Jimmy",democrat,661365,1277383,0.5177499622274604
1976,LA,"Ford, Gerald",republican,587446,1277383,0.45988243150253294
1976,ME,"Ford, Gerald",republican,236320,482968,0.489307780225605
1976,ME,"Carter, Jimmy",democrat,232279,482968,0.480940766261947
1976,MD,"Carter, Jimmy",democrat,759612,1432273,0.5303541992343639
1976,MD,"Ford, Gerald",republican,672661,1432273,0.46964580076563617
1976,MA,"Carter, Jimmy",democrat,1429475,2547558,0.5611157822510813
1976,MA,"Ford, Gerald",republican,1030276,2547558,0.40441709276098914
1976,MI,"Ford, Gerald",republican,1893742,3651590,0.518607510700818
1976,MI,"Carter, Jimmy",democrat,1696714,3651590,0.46465074118397737
1976,MN,"Carter, Jimmy",democrat,1070440,1949931,0.5489630145887213
1976,MN,"Ford, Gerald",republican,819395,1949931,0.4202174333348206
1976,MS,"Carter, Jimmy",democrat,381329,768390,0.4962701232447065
1976,MS,"Ford, Gerald",republican,366846,768390,0.4774216218326631
1976,MO,"Carter, Jimmy",democrat,998387,1953600,0.5110498566748567
1976,MO,"Ford, Gerald",republican,927443,1953600,0.47473536036036035
1976,MT,"Ford, Gerald",republican,173703,328734,0.5283998612860246
1976,MT,"Carter, Jimmy",democrat,149259,328734,0.4540418697183741
1976,NE,"Ford, Gerald",republican,359219,606749,0.5920388826351588
1976,NE,"Carter, Jimmy",democrat,233293,606749,0.38449671940126806
1976,NV,"Ford, Gerald",republican,101273,201876,0.5016594345043492
1976,NV,"Carter, Jimmy",democrat,92479,201876,0.4580980403812241
1976,NH,"Ford, Gerald",republican,185935,339627,0.5474682519352113
1976,NH,"Carter, Jimmy",democrat,147645,339627,0.43472692100451377
1976,NJ,"Ford, Gerald",republican,1509688,3014472,0.500813409446165
1976,NJ,"Carter, Jimmy",democrat,1444653,3014472,0.4792391503387658
1976,NM,"Ford, Gerald",republican,211419,416590,0.5074989798122854
1976,NM,"Carter, Jimmy",democrat,201148,416590,0.4828440433039679
1976,NY,"Carter, Jimmy",democrat,3244165,6668262,0.4865083285569763
1976,NY,"Ford, Gerald",republican,2825913,6668262,0.4237855381207277
1976,NC,"Carter, Jimmy",democrat,927365,1677906,0.5526918671248569
1976,NC,"Ford, Gerald",republican,741960,1677906,0.4421940204040036
1976,ND,"Ford, Gerald",republican,153684,297308,0.5169184818437446
1976,ND,"Carter, Jimmy",democrat,136078,297308,0.4577004318753616
1976,OH,"Carter, Jimmy",democrat,2009959,4110456,0.4889868666639419
1976,OH,"Ford, Gerald",republican,2000626,4110456,0.48671631565938184
1976,OK,"Ford, Gerald",republican,545708,1092251,0.4996177618514426
1976,OK,"Carter, Jimmy",democrat,532442,1092251,0.48747220190231
1976,OR,"Ford, Gerald",republican,492120,1029876,0.4778439346096035
1976,OR,"Carter, Jimmy",democrat,490407,1029876,0.47618062757069785
1976,PA,"Carter, Jimmy",democrat,2328677,4620787,0.5039567935072532
1976,PA,"Ford, Gerald",republican,2205604,4620787,0.4773221531310575
1976,RI,"Carter, Jimmy",democrat,227636,410584,0.5544200455935935
1976,RI,"Ford, Gerald",republican,181249,410584,0.4414419461060343
1976,SC,"Carter, Jimmy",democrat,450807,802583,0.5616951766982355
1976,SC,"Ford, Gerald",republican,346149,802583,0.43129371043244125
1976,SD,"Ford, Gerald",republican,151505,300678,0.5038779026067753
1976,SD,"Carter, Jimmy",democrat,147068,300678,0.48912125263570994
1976,TN,"Carter, Jimmy",democrat,825879,1476346,0.5594074830696869
1976,TN,"Ford, Gerald",republican,633969,1476346,0.4294176297426213
1976,TX,"Carter, Jimmy",democrat,2082319,4071884,0.511389568072175
1976,TX,"Ford, Gerald",republican,1953300,4071884,0.4797042351894111
1976,UT,"Ford, Gerald",republican,337908,541218,0.6243473055219892
1976,UT,"Carter, Jimmy",democrat,182110,541218,0.3364817873758818
1976,VT,"Ford, Gerald",republican,100387,183902,0.5458722580504834
1976,VT,"Carter, Jimmy",democrat,77798,183902,0.42304053245750456
1976,VA,"Ford, Gerald",republican,836554,1697094,0.4929332140706408
1976,VA,"Carter, Jimmy",democrat,813896,1697094,0.47958215632133516
1976,WA,"Ford, Gerald",republican,777732,1555534,0.49997749968821
1976,WA,"Carter, Jimmy",democrat,717323,1555534,0.46114260440466104
1976,WV,"Carter, Jimmy",democrat,435864,750590,0.5806951864533234
1976,WV,"Ford, Gerald",republican,314726,750590,0.4193048135466766
1976,WI,"Carter, Jimmy",democrat,1040232,2101336,0.4950336357441171
1976,WI,"Ford, Gerald",republican,1004987,2101336,0.4782609730190698
1976,WY,"Ford, Gerald",republican,92717,156343,0.5930358250769142
1976,WY,"Carter, Jimmy",democrat,62239,156343,0.39809265525159426
1980,AL,"Reagan, Ronald",republican,654192,1341929,0.4875012016284021
1980,AL,"Carter, Jimmy",democrat,636730,1341929,0.47448859067804633
1980,AK,"Reagan, Ronald",republican,86112,158445,0.5434819653507527
1980,AK,"Carter, Jimmy",democrat,41842,158445,0.2640790179557575
1980,AK,"Clark, Edward """"Ed""""",libertarian,18479,158445,0.1166272208021711
1980,AZ,"Reagan, Ronald",republican,529688,873945,0.6060884838290739
1980,AZ,"Carter, Jimmy",democrat,246843,873945,0.28244683589928427
1980,AR,"Reagan, Ronald",republican,403164,837582,0.4813427222648051
1980,AR,"Carter, Jimmy",democrat,398041,837582,0.4752263062004675
1980,CA,"Reagan, Ronald",republican,4522994,8582938,0.5269750288304541
1980,CA,"Carter, Jimmy",democrat,3082943,8582938,0.35919436910764124
1980,CO,"Reagan, Ronald",republican,652264,1184450,0.5506893494871037
1980,CO,"Carter, Jimmy",democrat,368009,1184450,0.3107003250453797
1980,CO,"Anderson, John B.",national unity campaign,130633,1184450,0.11029000802060028
1980,CT,"Reagan, Ronald",republican,677210,1406285,0.4815595700729226
1980,CT,"Carter, Jimmy",democrat,541732,1406285,0.3852220566954778
1980,CT,"Anderson, John B.",anderson coalition,171807,1406285,0.12217082597055362
1980,DE,"Reagan, Ronald",republican,111252,235668,0.47207087937267683
1980,DE,"Carter, Jimmy",democrat,105754,235668,0.4487414498362103
1980,DC,"Carter, Jimmy",democrat,130231,173889,0.7489317898199426
1980,DC,"Reagan, Ronald",republican,23313,173889,0.134068284940393
1980,FL,"Reagan, Ronald",republican,2046951,3686927,0.5551916270650328
1980,FL,"Carter, Jimmy",democrat,1419475,3686927,0.38500219830769633
1980,GA,"Carter, Jimmy",democrat,890955,1596805,0.5579610534786652
1980,GA,"Reagan, Ronald",republican,654168,1596805,0.409673065903476
1980,HI,"Carter, Jimmy",democrat,135879,303287,0.4480211812573569
1980,HI,"Reagan, Ronald",republican,130112,303287,0.42900618885741887
1980,HI,"Anderson, John B.",independent,32021,303287,0.10557986329780043
1980,ID,"Reagan, Ronald",republican,290699,437431,0.6645596676961624
1980,ID,"Carter, Jimmy",democrat,110192,437431,0.25190715792890767
1980,IL,"Reagan, Ronald",republican,2358049,4749721,0.49646052894475273
1980,IL,"Carter, Jimmy",democrat,1981413,4749721,0.41716408184817594
1980,IN,"Reagan, Ronald",republican,1255656,2242033,0.5600524167128673
1980,IN,"Carter, Jimmy",democrat,844197,2242033,0.3765319243739945
1980,IA,"Reagan, Ronald",republican,676026,1317661,0.5130500181761469
1980,IA,"Carter, Jimmy",democrat,508672,1317661,0.3860416298273987
1980,KS,"Reagan, Ronald",republican,566812,979795,0.578500604718334
1980,KS,"Carter, Jimmy",democrat,326150,979795,0.33287575462214036
1980,KY,"Reagan, Ronald",republican,635274,1295627,0.4903216743707873
1980,KY,"Carter, Jimmy",democrat,617417,1295627,0.4765391582608266
1980,LA,"Reagan, Ronald",republican,792853,1548591,0.5119834740095996
1980,LA,"Carter, Jimmy",democrat,708453,1548591,0.45748231779727505
1980,ME,"Reagan, Ronald",republican,238522,523011,0.45605541757247936
1980,ME,"Carter, Jimmy",democrat,220974,523011,0.42250354199051265
1980,ME,"Anderson, John B.",independent,53327,523011,0.10196152662181102
1980,MD,"Carter, Jimmy",democrat,726161,1540496,0.4713812953749961
1980,MD,"Reagan, Ronald",republican,680606,1540496,0.44180965091762653
1980,MA,"Reagan, Ronald",republican,1057631,2524090,0.41901477364119344
1980,MA,"Carter, Jimmy",democrat,1053802,2524090,0.41749779128319514
1980,MA,"Anderson, John B.",independent,382539,2524090,0.15155521395829785
1980,MI,"Reagan, Ronald",republican,1915225,3909725,0.48986181892588354
1980,MI,"Carter, Jimmy",democrat,1661532,3909725,0.42497413500949555
1980,MN,"Carter, Jimmy",democrat,954173,2051916,0.4650156244212726
1980,MN,"Reagan, Ronald",republican,873268,2051916,0.4255866224543305
1980,MS,"Reagan, Ronald",republican,441089,891750,0.49463302495093914
1980,MS,"Carter, Jimmy",democrat,429281,891750,0.48139164564059433
1980,MO,"Reagan, Ronald",republican,1074181,2099824,0.511557635306578
1980,MO,"Carter, Jimmy",democrat,931182,2099824,0.4434571659339068
1980,MT,"Reagan, Ronald",republican,206814,363952,0.5682452631116192
1980,MT,"Carter, Jimmy",democrat,118032,363952,0.32430650195630195
1980,NE,"Reagan, Ronald",republican,419214,639533,0.6555001852914548
1980,NE,"Carter, Jimmy",democrat,166424,639533,0.2602273846697512
1980,NV,"Reagan, Ronald",republican,155017,243692,0.6361185430789685
1980,NV,"Carter, Jimmy",democrat,66666,243692,0.2735666332912037
1980,NH,"Reagan, Ronald",republican,221705,383990,0.5773718065574625
1980,NH,"Carter, Jimmy",democrat,108864,383990,0.28350738300476575
1980,NH,"Anderson, John B.",independent,49693,383990,0.12941222427667387
1980,NJ,"Reagan, Ronald",republican,1546557,2975684,0.5197315978443948
1980,NJ,"Carter, Jimmy",democrat,1147364,2975684,0.3855799204485422
1980,NM,"Reagan, Ronald",republican,250779,456237,0.5496682645204137
1980,NM,"Carter, Jimmy",democrat,167826,456237,0.36784828937591646
1980,NY,"Carter, Jimmy",democrat,2728372,6201959,0.4399209991552669
1980,NY,"Reagan, Ronald",republican,2637700,6201959,0.4253011024419865
1980,NC,"Reagan, Ronald",republican,915018,1855833,0.49304975178262267
1980,NC,"Carter, Jimmy",democrat,875635,1855833,0.47182855353903075
1980,ND,"Reagan, Ronald",republican,193695,301116,0.6432570836488264
1980,ND,"Carter, Jimmy",democrat,79189,301116,0.262985029025359
1980,OH,"Reagan, Ronald",republican,2206545,4283603,0.5151142624561613
1980,OH,"Carter, Jimmy",democrat,1752414,4283603,0.40909813537809175
1980,OK,"Reagan, Ronald",republican,695570,1149708,0.6049970949145348
1980,OK,"Carter, Jimmy",democrat,402026,1149708,0.3496766135401337
1980,OR,"Reagan, Ronald",republican,571044,1181516,0.48331465676300617
1980,OR,"Carter, Jimmy",democrat,456890,1181516,0.3866981065004621
1980,PA,"Reagan, Ronald",republican,2261872,4561501,0.49586134037896734
1980,PA,"Carter, Jimmy",democrat,1937540,4561501,0.4247593062020594
1980,RI,"Carter, Jimmy",democrat,198342,415967,0.4768214786269103
1980,RI,"Reagan, Ronald",republican,154793,415967,0.3721280774676837
1980,RI,"Anderson, John B.",independent,59819,415967,0.14380708085016358
1980,SC,"Reagan, Ronald",republican,439277,888258,0.4945376230779796
1980,SC,"Carter, Jimmy",democrat,428220,888258,0.4820896631384125
1980,SD,"Reagan, Ronald",republican,198343,327703,0.605252316884496
1980,SD,"Carter, Jimmy",democrat,103855,327703,0.3169180630021696
1980,TN,"Reagan, Ronald",republican,787761,1617616,0.48698887745917446
1980,TN,"Carter, Jimmy",democrat,783051,1617616,0.4840771851910466
1980,TX,"Reagan, Ronald",republican,2510705,4541636,0.5528195126161586
1980,TX,"Carter, Jimmy",democrat,1881147,4541636,0.414200301389191
1980,UT,"Reagan, Ronald",republican,439687,604152,0.7277754604801441
1980,UT,"Carter, Jimmy",democrat,124266,604152,0.20568664839311962
1980,VT,"Reagan, Ronald",republican,94628,213299,0.4436401483363729
1980,VT,"Carter, Jimmy",democrat,81952,213299,0.3842118340920492
1980,VT,"Anderson, John B.",independent,31761,213299,0.14890365168144248
1980,VA,"Reagan, Ronald",republican,989609,1866032,0.5303279900880585
1980,VA,"Carter, Jimmy",democrat,752174,1866032,0.40308740686118993
1980,WA,"Reagan, Ronald",republican,865244,1742394,0.4965834363525127
1980,WA,"Carter, Jimmy",democrat,650193,1742394,0.3731607202504141
1980,WA,"Anderson, John B.",independent,185073,1742394,0.10621765226464279
1980,WV,"Carter, Jimmy",democrat,367462,737715,0.49810834807479853
1980,WV,"Reagan, Ronald",republican,334206,737715,0.45302860860901567
1980,WI,"Reagan, Ronald",republican,1088845,2273221,0.47898774470234085
1980,WI,"Carter, Jimmy",democrat,981584,2273221,0.4318031550825899
1980,WY,"Reagan, Ronald",republican,110700,176713,0.6264394809663126
1980,WY,"Carter, Jimmy",democrat,49427,176713,0.27970211586018007
1984,AL,"Reagan, Ronald",republican,872849,1441713,0.6054249354760621
1984,AL,"Mondale, Walter",democrat,551899,1441713,0.38280781265064545
1984,AK,"Reagan, Ronald",republican,138377,207605,0.666539823221984
1984,AK,"Mondale, Walter",democrat,62007,207605,0.29867777751017555
1984,AZ,"Reagan, Ronald",republican,681416,1025897,0.6642148285841561
1984,AZ,"Mondale, Walter",democrat,333854,1025897,0.32542643169830887
1984,AR,"Reagan, Ronald",republican,534774,884406,0.6046702532547269
1984,AR,"Mondale, Walter",democrat,338646,884406,0.38290785001458605
1984,CA,"Reagan, Ronald",republican,5467009,9505041,0.5751694285169312
1984,CA,"Mondale, Walter",democrat,3922519,9505041,0.41267775699231596
1984,CO,"Reagan, Ronald",republican,821817,1295380,0.6344215596967685
1984,CO,"Mondale, Walter",democrat,454975,1295380,0.3512289830011271
1984,CT,"Reagan, Ronald",republican,890877,1466900,0.6073195173495126
1984,CT,"Mondale, Walter",democrat,569597,1466900,0.3882998159383734
1984,DE,"Reagan, Ronald",republican,152190,254572,0.5978269409047342
1984,DE,"Mondale, Walter",democrat,101656,254572,0.3993212136448627
1984,DC,"Mondale, Walter",democrat,180408,211288,0.853848775131574
1984,DC,"Reagan, Ronald",republican,29009,211288,0.137296013024876
1984,FL,"Reagan, Ronald",republican,2730350,4180051,0.653185810412361
1984,FL,"Mondale, Walter",democrat,1448816,4180051,0.3466024696827862
1984,GA,"Reagan, Ronald",republican,1068722,1776103,0.6017229856601785
1984,GA,"Mondale, Walter",democrat,706628,1776103,0.3978530524412154
1984,HI,"Reagan, Ronald",republican,185050,335846,0.5509965877217534
1984,HI,"Mondale, Walter",democrat,147154,335846,0.43815915627996166
1984,ID,"Reagan, Ronald",republican,297523,411144,0.723646702858366
1984,ID,"Mondale, Walter",democrat,108510,411144,0.2639221294728854
1984,IL,"Reagan, Ronald",republican,2707103,4819088,0.5617459154097206
1984,IL,"Mondale, Walter",democrat,2086499,4819088,0.43296553206747834
1984,IN,"Reagan, Ronald",republican,1377230,2233069,0.6167431458678617
1984,IN,"Mondale, Walter",democrat,841481,2233069,0.3768271378985602
1984,IA,"Reagan, Ronald",republican,703088,1319805,0.5327211216808544
1984,IA,"Mondale, Walter",democrat,605620,1319805,0.4588708180375131
1984,KS,"Reagan, Ronald",republican,677296,1021991,0.66272207876586
1984,KS,"Mondale, Walter",democrat,333149,1021991,0.32598036577621525
1984,KY,"Reagan, Ronald",republican,821702,1369345,0.6000693762346231
1984,KY,"Mondale, Walter",democrat,539539,1369345,0.39401246581394755
1984,LA,"Reagan, Ronald",republican,1037299,1706822,0.6077370692433072
1984,LA,"Mondale, Walter",democrat,651586,1706822,0.38175392630280136
1984,ME,"Reagan, Ronald",republican,336500,553144,0.6083406852465181
1984,ME,"Mondale, Walter",democrat,214515,553144,0.3878104074165136
1984,MD,"Reagan, Ronald",republican,879918,1675873,0.5250505259050059
1984,MD,"Mondale, Walter",democrat,787935,1675873,0.4701639086016661
1984,MA,"Reagan, Ronald",republican,1310936,2559383,0.5122078250890938
1984,MA,"Mondale, Walter",democrat,1239606,2559383,0.4843378267340214
1984,MI,"Reagan, Ronald",republican,2251571,3801658,0.5922602717025045
1984,MI,"Mondale, Walter",democrat,1529638,3801658,0.4023607594370667
1984,MN,"Mondale, Walter",democrat,1036364,2084449,0.49718846563288427
1984,MN,"Reagan, Ronald",republican,1032603,2084449,0.49538415187898577
1984,MS,"Reagan, Ronald",republican,582377,941104,0.6188232118873154
1984,MS,"Mondale, Walter",democrat,352192,941104,0.3742328159268264
1984,MO,"Reagan, Ronald",republican,1274188,2122771,0.6002475066787704
1984,MO,"Mondale, Walter",democrat,848583,2122771,0.39975249332122964
1984,MT,"Reagan, Ronald",republican,232450,384377,0.6047448208399566
1984,MT,"Mondale, Walter",democrat,146742,384377,0.381765818454278
1984,NE,"Reagan, Ronald",republican,460054,652090,0.7055069085555675
1984,NE,"Mondale, Walter",democrat,187866,652090,0.28809826864389887
1984,NV,"Reagan, Ronald",republican,188770,282717,0.6676995016217631
1984,NV,"Mondale, Walter",democrat,91655,282717,0.32419345140193195
1984,NH,"Reagan, Ronald",republican,267050,388904,0.6866733178367926
1984,NH,"Mondale, Walter",democrat,120347,388904,0.30945168987719335
1984,NJ,"Reagan, Ronald",republican,1933630,3217862,0.6009051973018109
1984,NJ,"Mondale, Walter",democrat,1261323,3217862,0.3919754793710855
1984,NM,"Reagan, Ronald",republican,307101,514370,0.5970429846219647
1984,NM,"Mondale, Walter",democrat,201769,514370,0.392264323347007
1984,NY,"Reagan, Ronald",republican,3376519,6806810,0.49605013214707033
1984,NY,"Mondale, Walter",democrat,3001285,6806810,0.4409238688901262
1984,NC,"Reagan, Ronald",republican,1346481,2175361,0.6189689895148437
1984,NC,"Mondale, Walter",democrat,824287,2175361,0.37891963678672186
1984,ND,"Reagan, Ronald",republican,200336,308971,0.6483974224118121
1984,ND,"Mondale, Walter",democrat,104429,308971,0.33798964951403204
1984,OH,"Reagan, Ronald",republican,2678559,4563235,0.5869868634861014
1984,OH,"Mondale, Walter",democrat,1825440,4563235,0.40003199484576185
1984,OK,"Reagan, Ronald",republican,861530,1255676,0.6861085184394701
1984,OK,"Mondale, Walter",democrat,385080,1255676,0.30667146620625063
1984,OR,"Reagan, Ronald",republican,685700,1226527,0.559058218856984
1984,OR,"Mondale, Walter",democrat,536479,1226527,0.43739681230009614
1984,PA,"Reagan, Ronald",republican,2584323,4844903,0.5334106792230928
1984,PA,"Mondale, Walter",democrat,2228131,4844903,0.45989176666694875
1984,RI,"Reagan, Ronald",republican,212080,410489,0.5166520905554107
1984,RI,"Mondale, Walter",democrat,197106,410489,0.4801736465532572
1984,SC,"Reagan, Ronald",republican,615539,968529,0.6355400819180427
1984,SC,"Mondale, Walter",democrat,344459,968529,0.3556517151267541
1984,SD,"Reagan, Ronald",republican,200267,317867,0.6300339450147389
1984,SD,"Mondale, Walter",democrat,116113,317867,0.365287997810405
1984,TN,"Reagan, Ronald",republican,990212,1711993,0.5783972247550078
1984,TN,"Mondale, Walter",democrat,711714,1711993,0.4157224941924412
1984,TX,"Reagan, Ronald",republican,3433428,5397571,0.636106129961051
1984,TX,"Mondale, Walter",democrat,1949276,5397571,0.36113948292667203
1984,UT,"Reagan, Ronald",republican,469105,629656,0.7450179145438144
1984,UT,"Mondale, Walter",democrat,155369,629656,0.246752194849251
1984,VT,"Reagan, Ronald",republican,135865,234561,0.579230988953833
1984,VT,"Mondale, Walter",democrat,95730,234561,0.408124112704158
1984,VA,"Reagan, Ronald",republican,1337078,2146635,0.622871610683698
1984,VA,"Mondale, Walter",democrat,796250,2146635,0.3709293848278818
1984,WA,"Reagan, Ronald",republican,1051670,1874910,0.5609175907110208
1984,WA,"Mondale, Walter",democrat,798352,1874910,0.42580817212559535
1984,WV,"Reagan, Ronald",republican,405483,735742,0.551121181066189
1984,WV,"Mondale, Walter",democrat,328125,735742,0.44597834567008543
1984,WI,"Reagan, Ronald",republican,1198584,2211689,0.5419315283477921
1984,WI,"Mondale, Walter",democrat,995740,2211689,0.4502170060980545
1984,WY,"Reagan, Ronald",republican,133241,188968,0.7050982176876508
1984,WY,"Mondale, Walter",democrat,53370,188968,0.28242877100884806
1988,AL,"Bush, George H.W.",republican,815576,1378476,0.5916504893810266
1988,AL,"Dukakis, Michael",democrat,549506,1378476,0.39863298309147205
1988,AK,"Bush, George H.W.",republican,119251,200116,0.595909372563913
1988,AK,"Dukakis, Michael",democrat,72584,200116,0.362709628415519
1988,AZ,"Bush, George H.W.",republican,702541,1171873,0.5995026764845679
1988,AZ,"Dukakis, Michael",democrat,454029,1171873,0.387438741228785
1988,AR,"Bush, George H.W.",republican,466578,827738,0.563678361993771
1988,AR,"Dukakis, Michael",democrat,349237,827738,0.4219173216645847
1988,CA,"Bush, George H.W.",republican,5054917,9887065,0.5112656789451673
1988,CA,"Dukakis, Michael",democrat,4702233,9887065,0.4755944256460335
1988,CO,"Bush, George H.W.",republican,728177,1372394,0.5305888833673129
1988,CO,"Dukakis, Michael",democrat,621453,1372394,0.45282404324122666
1988,CT,"Bush, George H.W.",republican,750241,1443394,0.5197756122029051
1988,CT,"Dukakis, Michael",democrat,676584,1443394,0.4687451936200372
1988,DE,"Bush, George H.W.",republican,139639,249891,0.5587996366415757
1988,DE,"Dukakis, Michael",democrat,108647,249891,0.4347775630174756
1988,DC,"Dukakis, Michael",democrat,159407,192877,0.8264697190437429
1988,DC,"Bush, George H.W.",republican,27590,192877,0.1430445309705149
1988,FL,"Bush, George H.W.",republican,2618885,4302313,0.6087155908926198
1988,FL,"Dukakis, Michael",democrat,1656701,4302313,0.3850721693191546
1988,GA,"Bush, George H.W.",republican,1081331,1809672,0.5975287234371753
1988,GA,"Dukakis, Michael",democrat,714792,1809672,0.394984284444916
1988,HI,"Dukakis, Michael",democrat,192364,354461,0.5426944007944456
1988,HI,"Bush, George H.W.",republican,158625,354461,0.44751044543687457
1988,ID,"Bush, George H.W.",republican,253881,408968,0.6207845112576045
1988,ID,"Dukakis, Michael",democrat,147272,408968,0.36010641419377554
1988,IL,"Bush, George H.W.",republican,2310939,4559120,0.5068826878871361
1988,IL,"Dukakis, Michael",democrat,2215940,4559120,0.4860455526505115
1988,IN,"Bush, George H.W.",republican,1297763,2168621,0.5984277566250626
1988,IN,"Dukakis, Michael",democrat,860643,2168621,0.39686187674102574
1988,IA,"Dukakis, Michael",democrat,670557,1225614,0.5471192398259158
1988,IA,"Bush, George H.W.",republican,545355,1225614,0.4449647278833303
1988,KS,"Bush, George H.W.",republican,554049,993044,0.5579299608073761
1988,KS,"Dukakis, Michael",democrat,422636,993044,0.4255964488985382
1988,KY,"Bush, George H.W.",republican,734281,1322517,0.5552147911898297
1988,KY,"Dukakis, Michael",democrat,580368,1322517,0.4388359469103233
1988,LA,"Bush, George H.W.",republican,883702,1628202,0.5427471529945301
1988,LA,"Dukakis, Michael",democrat,717460,1628202,0.4406455710040892
1988,ME,"Bush, George H.W.",republican,307131,555035,0.5533542929725153
1988,ME,"Dukakis, Michael",democrat,243569,555035,0.4388353887592674
1988,MD,"Bush, George H.W.",republican,876167,1714358,0.511075866300971
1988,MD,"Dukakis, Michael",democrat,826304,1714358,0.48199034274054775
1988,MA,"Dukakis, Michael",democrat,1401415,2632801,0.5322905149306765
1988,MA,"Bush, George H.W.",republican,1194635,2632801,0.4537505873022686
1988,MI,"Bush, George H.W.",republican,1965486,3669163,0.5356769377648254
1988,MI,"Dukakis, Michael",democrat,1675783,3669163,0.4567207834593339
1988,MN,"Dukakis, Michael",democrat,1109471,2096790,0.5291283342633263
1988,MN,"Bush, George H.W.",republican,962337,2096790,0.4589572632452463
1988,MS,"Bush, George H.W.",republican,557890,931527,0.5988983679485405
1988,MS,"Dukakis, Michael",democrat,363921,931527,0.39067144591622144
1988,MO,"Bush, George H.W.",republican,1084953,2093228,0.5183157305367595
1988,MO,"Dukakis, Michael",democrat,1001619,2093228,0.4785044916272857
1988,MT,"Bush, George H.W.",republican,190412,365674,0.5207151725307241
1988,MT,"Dukakis, Michael",democrat,168936,365674,0.46198526556440983
1988,NE,"Bush, George H.W.",republican,397956,661465,0.6016282040621953
1988,NE,"Dukakis, Michael",democrat,259235,661465,0.39191038074576884
1988,NV,"Bush, George H.W.",republican,206040,343133,0.6004668743606706
1988,NV,"Dukakis, Michael",democrat,132738,343133,0.38684125397440644
1988,NH,"Bush, George H.W.",republican,281537,450525,0.624908717607236
1988,NH,"Dukakis, Michael",democrat,163696,450525,0.36334498640475
1988,NJ,"Bush, George H.W.",republican,1743192,3099553,0.5624010946094485
1988,NJ,"Dukakis, Michael",democrat,1320352,3099553,0.4259814237730408
1988,NM,"Bush, George H.W.",republican,270341,521387,0.5185035300074609
1988,NM,"Dukakis, Michael",democrat,244497,521387,0.4689357425482415
1988,NY,"Dukakis, Michael",democrat,3255487,6485683,0.5019497561012464
1988,NY,"Bush, George H.W.",republican,2838414,6485683,0.4376430362075976
1988,NC,"Bush, George H.W.",republican,1237258,2134370,0.5796829977932598
1988,NC,"Dukakis, Michael",democrat,890167,2134370,0.41706311464272827
1988,ND,"Bush, George H.W.",republican,166559,297261,0.5603123181312045
1988,ND,"Dukakis, Michael",democrat,127739,297261,0.429720010361265
1988,OH,"Bush, George H.W.",republican,2416549,4393585,0.5500175824525985
1988,OH,"Dukakis, Michael",democrat,1939629,4393585,0.4414684136075665
